Sales_Rep,Date,Region,Customer,Activity_Type,Product
Rep_18,2024-11-29,France,Customer_119,Phone Call,Product_36
Rep_17,2024-10-26,Italy,Customer_271,Visit,Product_46
Rep_10,2025-04-11,France,Customer_106,Email,Product_19
Rep_6,2024-06-01,Germany,Customer_303,Email,Product_2
Rep_16,2024-06-29,Germany,Customer_488,Email,Product_50
Rep_17,2024-10-09,France,Customer_292,Visit,Product_2
Rep_6,2025-01-18,Italy,Customer_247,Email,Product_3
Rep_17,2024-08-26,Italy,Customer_144,Visit,Product_40
Rep_8,2024-06-27,France,Customer_405,Email,Product_7
Rep_16,2025-02-23,France,Customer_316,Phone Call,Product_10
Rep_3,2024-12-18,Germany,Customer_44,Phone Call,Product_21
Rep_7,2024-09-29,Germany,Customer_334,Phone Call,Product_13
Rep_5,2024-08-10,Germany,Customer_470,Phone Call,Product_15
Rep_4,2025-01-30,Italy,Customer_458,Visit,Product_31
Rep_16,2025-02-15,France,Customer_276,Visit,Product_7
Rep_17,2025-02-10,Germany,Customer_100,Email,Product_20
Rep_7,2024-12-11,France,Customer_261,Visit,Product_39
Rep_6,2025-01-24,Italy,Customer_78,Email,Product_38
Rep_19,2024-08-30,Germany,Customer_282,Phone Call,Product_38
Rep_14,2024-08-07,France,Customer_299,Phone Call,Product_27
Rep_1,2025-02-24,Spain,Customer_442,Visit,Product_15
Rep_12,2025-04-01,Italy,Customer_43,Visit,Product_31
Rep_8,2025-04-28,France,Customer_177,Email,Product_31
Rep_4,2024-08-14,Germany,Customer_59,Phone Call,Product_27
Rep_1,2024-06-07,France,Customer_465,Phone Call,Product_17
Rep_4,2024-11-30,Spain,Customer_326,Visit,Product_37
Rep_3,2024-09-09,France,Customer_420,Email,Product_33
Rep_1,2025-01-30,Germany,Customer_442,Visit,Product_20
Rep_17,2024-09-17,Spain,Customer_342,Phone Call,Product_25
Rep_1,2024-08-11,Italy,Customer_344,Email,Product_11
Rep_20,2024-10-04,Spain,Customer_258,Email,Product_8
Rep_8,2025-01-12,Italy,Customer_138,Phone Call,Product_42
Rep_11,2024-11-15,Spain,Customer_303,Visit,Product_27
Rep_17,2024-09-01,France,Customer_265,Visit,Product_18
Rep_14,2024-12-25,Spain,Customer_134,Phone Call,Product_38
Rep_14,2024-07-18,Spain,Customer_156,Visit,Product_7
Rep_1,2024-07-05,Italy,Customer_205,Phone Call,Product_18
Rep_20,2025-03-23,France,Customer_211,Phone Call,Product_40
Rep_8,2024-05-19,Germany,Customer_73,Email,Product_13
Rep_15,2024-12-13,Spain,Customer_126,Email,Product_22
Rep_20,2024-11-25,Italy,Customer_125,Phone Call,Product_10
Rep_7,2024-09-17,France,Customer_377,Visit,Product_24
Rep_4,2024-10-02,Italy,Customer_181,Email,Product_48
Rep_10,2024-12-26,France,Customer_190,Email,Product_16
Rep_8,2025-01-14,Italy,Customer_410,Visit,Product_30
Rep_3,2024-05-22,France,Customer_17,Phone Call,Product_30
Rep_4,2025-03-24,Italy,Customer_449,Email,Product_3
Rep_2,2024-07-02,Spain,Customer_358,Email,Product_35
Rep_2,2025-04-18,Italy,Customer_415,Email,Product_45
Rep_19,2024-10-13,Spain,Customer_23,Email,Product_47
Rep_12,2024-07-12,France,Customer_472,Visit,Product_34
Rep_11,2024-07-20,France,Customer_370,Visit,Product_29
Rep_12,2024-11-27,France,Customer_482,Visit,Product_45
Rep_14,2024-06-11,Spain,Customer_381,Email,Product_41
Rep_16,2024-07-04,Germany,Customer_139,Email,Product_29
Rep_18,2025-03-06,France,Customer_54,Phone Call,Product_40
Rep_12,2024-08-01,Spain,Customer_86,Visit,Product_19
Rep_7,2025-03-12,Germany,Customer_129,Email,Product_10
Rep_17,2025-05-03,Spain,Customer_292,Email,Product_29
Rep_16,2025-03-09,Germany,Customer_429,Phone Call,Product_20
Rep_18,2024-11-21,Spain,Customer_457,Email,Product_25
Rep_6,2024-12-20,Spain,Customer_308,Phone Call,Product_46
Rep_8,2025-03-06,France,Customer_397,Visit,Product_9
Rep_7,2025-02-07,Italy,Customer_195,Email,Product_25
Rep_19,2024-08-03,Spain,Customer_234,Email,Product_38
Rep_12,2024-08-12,Spain,Customer_43,Visit,Product_41
Rep_17,2025-02-21,Germany,Customer_144,Phone Call,Product_1
Rep_10,2024-07-03,Spain,Customer_106,Email,Product_36
Rep_11,2025-03-25,Germany,Customer_399,Phone Call,Product_33
Rep_12,2024-08-11,Spain,Customer_206,Visit,Product_23
Rep_15,2025-03-04,Germany,Customer_11,Visit,Product_42
Rep_4,2024-10-09,France,Customer_228,Email,Product_22
Rep_9,2024-09-27,Germany,Customer_272,Phone Call,Product_45
Rep_3,2025-01-04,Italy,Customer_385,Visit,Product_8
Rep_14,2024-12-28,Spain,Customer_156,Email,Product_22
Rep_12,2024-07-03,France,Customer_485,Visit,Product_26
Rep_1,2025-01-12,Germany,Customer_220,Visit,Product_49
Rep_19,2024-11-22,Spain,Customer_414,Visit,Product_49
Rep_19,2025-04-27,France,Customer_414,Email,Product_39
Rep_1,2025-05-04,Spain,Customer_490,Email,Product_17
Rep_17,2024-06-23,France,Customer_469,Email,Product_46
Rep_20,2025-01-07,France,Customer_168,Visit,Product_30
Rep_17,2025-04-01,Germany,Customer_124,Email,Product_49
Rep_3,2024-05-23,Spain,Customer_19,Phone Call,Product_9
Rep_11,2024-12-03,Italy,Customer_471,Email,Product_24
Rep_14,2024-12-30,Spain,Customer_134,Phone Call,Product_34
Rep_1,2024-09-29,Italy,Customer_194,Visit,Product_21
Rep_18,2024-11-18,Spain,Customer_207,Visit,Product_44
Rep_6,2024-11-05,Spain,Customer_317,Visit,Product_50
Rep_20,2024-09-09,Italy,Customer_386,Visit,Product_46
Rep_9,2024-05-17,Italy,Customer_256,Phone Call,Product_28
Rep_3,2024-08-06,Spain,Customer_440,Email,Product_36
Rep_14,2024-12-14,France,Customer_367,Phone Call,Product_14
Rep_1,2025-01-21,Italy,Customer_487,Visit,Product_15
Rep_15,2024-07-15,Italy,Customer_284,Visit,Product_8
Rep_13,2025-01-24,Germany,Customer_153,Email,Product_26
Rep_4,2025-04-19,Germany,Customer_126,Phone Call,Product_10
Rep_13,2024-11-21,Italy,Customer_315,Visit,Product_44
Rep_16,2025-03-23,Italy,Customer_378,Phone Call,Product_22
Rep_6,2025-02-23,Italy,Customer_17,Visit,Product_7
Rep_7,2024-11-15,Germany,Customer_376,Email,Product_11
Rep_2,2024-12-11,France,Customer_305,Visit,Product_9
Rep_12,2024-09-11,Spain,Customer_496,Visit,Product_12
Rep_15,2025-02-10,Italy,Customer_116,Phone Call,Product_38
Rep_1,2025-04-07,Germany,Customer_162,Phone Call,Product_36
Rep_9,2024-06-12,Germany,Customer_306,Visit,Product_11
Rep_6,2024-08-21,Spain,Customer_199,Visit,Product_31
Rep_15,2024-07-05,Germany,Customer_117,Email,Product_33
Rep_8,2025-01-02,Germany,Customer_448,Email,Product_25
Rep_19,2024-10-16,Germany,Customer_282,Phone Call,Product_15
Rep_14,2025-02-10,Germany,Customer_402,Visit,Product_45
Rep_17,2024-07-26,France,Customer_422,Visit,Product_2
Rep_6,2025-03-28,Italy,Customer_13,Phone Call,Product_47
Rep_16,2024-09-12,France,Customer_107,Email,Product_1
Rep_3,2025-03-14,Spain,Customer_420,Visit,Product_45
Rep_3,2024-09-03,Germany,Customer_47,Visit,Product_29
Rep_19,2024-10-09,Spain,Customer_205,Visit,Product_22
Rep_11,2024-06-04,Italy,Customer_169,Visit,Product_1
Rep_15,2024-08-02,Spain,Customer_87,Visit,Product_26
Rep_10,2024-05-27,France,Customer_384,Phone Call,Product_2
Rep_7,2024-09-12,Spain,Customer_195,Email,Product_46
Rep_9,2025-02-19,Italy,Customer_366,Visit,Product_29
Rep_16,2025-02-27,Italy,Customer_238,Phone Call,Product_38
Rep_16,2024-08-17,Spain,Customer_229,Email,Product_35
Rep_15,2024-09-23,Spain,Customer_361,Email,Product_44
Rep_12,2025-04-13,Germany,Customer_218,Visit,Product_7
Rep_14,2024-10-31,Italy,Customer_400,Email,Product_31
Rep_7,2025-01-27,Italy,Customer_392,Phone Call,Product_28
Rep_4,2025-02-18,France,Customer_331,Visit,Product_15
Rep_17,2025-01-24,France,Customer_226,Visit,Product_40
Rep_4,2025-01-23,Italy,Customer_359,Visit,Product_20
Rep_15,2024-08-08,Italy,Customer_11,Visit,Product_39
Rep_3,2024-08-22,France,Customer_201,Phone Call,Product_4
Rep_1,2024-09-23,Spain,Customer_329,Visit,Product_15
Rep_20,2025-01-28,Germany,Customer_274,Visit,Product_11
Rep_4,2024-07-15,Italy,Customer_197,Visit,Product_33
Rep_4,2024-09-08,France,Customer_359,Visit,Product_30
Rep_19,2024-05-19,France,Customer_447,Visit,Product_36
Rep_3,2024-09-28,Spain,Customer_260,Email,Product_18
Rep_1,2024-12-21,Germany,Customer_194,Visit,Product_3
Rep_15,2024-12-08,France,Customer_281,Visit,Product_45
Rep_4,2024-06-04,Germany,Customer_197,Email,Product_25
Rep_6,2025-02-21,France,Customer_424,Phone Call,Product_23
Rep_4,2025-01-12,Italy,Customer_408,Phone Call,Product_30
Rep_2,2024-07-10,Germany,Customer_397,Email,Product_44
Rep_2,2024-09-27,France,Customer_358,Visit,Product_27
Rep_17,2024-05-21,Italy,Customer_246,Visit,Product_23
Rep_9,2024-11-19,Spain,Customer_484,Phone Call,Product_45
Rep_4,2025-01-11,France,Customer_126,Email,Product_5
Rep_19,2024-06-05,Germany,Customer_7,Email,Product_20
Rep_3,2024-05-22,Germany,Customer_17,Visit,Product_13
Rep_1,2024-08-14,Germany,Customer_331,Email,Product_35
Rep_7,2024-05-30,France,Customer_297,Email,Product_15
Rep_2,2024-05-17,France,Customer_265,Email,Product_28
Rep_13,2024-08-08,Spain,Customer_219,Email,Product_3
Rep_9,2025-01-21,France,Customer_22,Email,Product_12
Rep_8,2024-09-16,Italy,Customer_151,Visit,Product_34
Rep_1,2024-06-07,France,Customer_490,Visit,Product_24
Rep_18,2025-03-27,Spain,Customer_88,Visit,Product_44
Rep_20,2024-06-06,France,Customer_168,Visit,Product_49
Rep_4,2024-09-23,Spain,Customer_63,Email,Product_31
Rep_17,2025-01-25,Italy,Customer_144,Phone Call,Product_9
Rep_17,2024-10-24,France,Customer_357,Email,Product_19
Rep_18,2024-07-04,France,Customer_362,Phone Call,Product_50
Rep_1,2025-04-24,Germany,Customer_318,Email,Product_31
Rep_5,2025-05-06,Spain,Customer_395,Visit,Product_10
Rep_19,2024-08-05,France,Customer_427,Phone Call,Product_4
Rep_19,2024-11-03,Italy,Customer_495,Phone Call,Product_14
Rep_18,2024-10-29,Italy,Customer_164,Email,Product_47
Rep_4,2024-07-07,Spain,Customer_458,Email,Product_46
Rep_14,2024-09-29,France,Customer_42,Phone Call,Product_45
Rep_20,2024-09-11,France,Customer_463,Phone Call,Product_26
Rep_12,2024-07-20,Spain,Customer_43,Email,Product_21
Rep_11,2025-01-20,Germany,Customer_383,Email,Product_43
Rep_12,2024-09-17,Spain,Customer_307,Phone Call,Product_19
Rep_7,2025-02-19,Italy,Customer_78,Phone Call,Product_33
Rep_2,2025-03-13,France,Customer_452,Phone Call,Product_49
Rep_7,2025-02-27,Italy,Customer_30,Visit,Product_28
Rep_12,2024-10-18,Spain,Customer_395,Email,Product_13
Rep_20,2024-10-08,Italy,Customer_322,Phone Call,Product_37
Rep_10,2024-05-16,Germany,Customer_396,Phone Call,Product_35
Rep_3,2024-10-18,Germany,Customer_260,Visit,Product_30
Rep_6,2025-04-24,Italy,Customer_283,Phone Call,Product_6
Rep_8,2024-08-23,Germany,Customer_151,Email,Product_32
Rep_14,2024-12-06,Spain,Customer_243,Visit,Product_50
Rep_15,2024-12-05,Italy,Customer_231,Visit,Product_45
Rep_2,2025-03-21,Germany,Customer_185,Phone Call,Product_33
Rep_3,2025-02-22,France,Customer_435,Visit,Product_32
Rep_15,2025-02-03,France,Customer_108,Email,Product_6
Rep_14,2025-02-10,Italy,Customer_243,Phone Call,Product_31
Rep_2,2024-11-08,Germany,Customer_12,Phone Call,Product_42
Rep_18,2025-03-03,Italy,Customer_36,Email,Product_49
Rep_4,2024-05-29,Spain,Customer_131,Visit,Product_48
Rep_2,2024-12-18,Spain,Customer_12,Visit,Product_22
Rep_10,2025-05-05,France,Customer_81,Phone Call,Product_22
Rep_4,2024-06-29,Italy,Customer_449,Email,Product_27
Rep_1,2024-10-18,Italy,Customer_33,Phone Call,Product_23
Rep_7,2024-10-11,Spain,Customer_404,Visit,Product_41
Rep_18,2024-07-18,Germany,Customer_57,Visit,Product_3
Rep_5,2024-05-14,France,Customer_93,Visit,Product_16
Rep_20,2024-11-23,Germany,Customer_108,Email,Product_45
Rep_20,2024-07-05,Germany,Customer_470,Email,Product_49
Rep_15,2025-01-09,France,Customer_476,Phone Call,Product_21
Rep_3,2025-04-15,Spain,Customer_101,Visit,Product_45
Rep_18,2025-01-25,Italy,Customer_163,Phone Call,Product_16
Rep_13,2024-11-28,Germany,Customer_364,Email,Product_24
Rep_1,2025-04-04,Italy,Customer_445,Visit,Product_11
Rep_5,2025-02-21,Italy,Customer_450,Visit,Product_37
Rep_9,2025-02-08,Germany,Customer_306,Phone Call,Product_5
Rep_16,2024-07-09,Italy,Customer_201,Phone Call,Product_31
Rep_11,2024-06-12,Italy,Customer_169,Visit,Product_34
Rep_15,2024-09-18,Italy,Customer_19,Visit,Product_22
Rep_2,2024-08-13,Italy,Customer_185,Phone Call,Product_46
Rep_13,2025-04-04,Spain,Customer_215,Visit,Product_14
Rep_5,2025-03-30,Germany,Customer_388,Email,Product_18
Rep_9,2025-03-27,Spain,Customer_461,Visit,Product_26
Rep_4,2024-07-20,France,Customer_326,Phone Call,Product_47
Rep_12,2024-08-16,France,Customer_250,Email,Product_1
Rep_8,2024-05-21,Germany,Customer_67,Visit,Product_12
Rep_5,2025-03-22,Spain,Customer_320,Visit,Product_48
Rep_13,2025-04-26,Germany,Customer_85,Email,Product_28
Rep_2,2024-07-17,Italy,Customer_330,Visit,Product_25
Rep_10,2025-02-25,Spain,Customer_373,Email,Product_36
Rep_10,2025-03-14,Italy,Customer_81,Visit,Product_6
Rep_13,2025-04-03,Germany,Customer_189,Visit,Product_11
Rep_8,2025-02-02,Spain,Customer_211,Phone Call,Product_1
Rep_19,2024-12-17,Spain,Customer_270,Visit,Product_1
Rep_9,2024-07-17,Germany,Customer_491,Phone Call,Product_3
Rep_7,2025-02-15,Spain,Customer_15,Email,Product_29
Rep_19,2024-06-12,Spain,Customer_214,Visit,Product_9
Rep_13,2024-10-25,Italy,Customer_240,Visit,Product_28
Rep_1,2025-05-08,Germany,Customer_355,Visit,Product_11
Rep_12,2025-04-13,Italy,Customer_94,Phone Call,Product_8
Rep_20,2024-12-31,Germany,Customer_322,Visit,Product_1
Rep_17,2024-06-22,Italy,Customer_298,Visit,Product_40
Rep_10,2025-01-08,Germany,Customer_118,Email,Product_35
Rep_16,2025-01-12,Germany,Customer_107,Email,Product_12
Rep_6,2024-11-06,Germany,Customer_64,Email,Product_5
Rep_15,2025-02-12,France,Customer_302,Phone Call,Product_49
Rep_2,2024-07-10,France,Customer_212,Visit,Product_36
Rep_9,2025-01-06,France,Customer_461,Visit,Product_14
Rep_5,2025-01-01,Spain,Customer_159,Phone Call,Product_12
Rep_16,2024-05-28,Germany,Customer_83,Phone Call,Product_29
Rep_18,2024-08-19,Spain,Customer_492,Visit,Product_4
Rep_19,2024-09-22,Germany,Customer_414,Visit,Product_43
Rep_4,2025-03-21,Italy,Customer_222,Phone Call,Product_19
Rep_18,2025-02-23,Germany,Customer_36,Email,Product_48
Rep_11,2025-02-21,Italy,Customer_259,Email,Product_4
Rep_4,2024-10-06,France,Customer_469,Visit,Product_48
Rep_15,2024-05-23,Germany,Customer_268,Visit,Product_19
Rep_1,2025-01-11,France,Customer_331,Phone Call,Product_21
Rep_7,2025-05-10,Germany,Customer_195,Email,Product_29
Rep_7,2025-04-23,Germany,Customer_221,Visit,Product_5
Rep_20,2024-05-27,Italy,Customer_464,Phone Call,Product_45
Rep_8,2024-11-21,Spain,Customer_269,Phone Call,Product_35
Rep_14,2024-06-16,Spain,Customer_402,Email,Product_9
Rep_11,2024-09-29,Germany,Customer_399,Visit,Product_42
Rep_8,2024-09-03,France,Customer_279,Visit,Product_5
Rep_9,2025-01-28,Spain,Customer_1,Phone Call,Product_34
Rep_10,2024-07-10,France,Customer_396,Phone Call,Product_5
Rep_8,2024-11-06,Italy,Customer_499,Email,Product_13
Rep_9,2024-08-12,Italy,Customer_256,Phone Call,Product_3
Rep_14,2024-11-26,Germany,Customer_98,Phone Call,Product_36
Rep_17,2024-09-28,Spain,Customer_271,Visit,Product_43
Rep_6,2024-07-15,France,Customer_112,Phone Call,Product_8
Rep_3,2025-02-22,Germany,Customer_75,Visit,Product_32
Rep_2,2025-03-01,France,Customer_208,Visit,Product_17
Rep_4,2024-10-17,Spain,Customer_345,Phone Call,Product_11
Rep_15,2024-09-21,Germany,Customer_231,Phone Call,Product_7
Rep_13,2024-08-25,Spain,Customer_240,Phone Call,Product_29
Rep_10,2025-03-20,Italy,Customer_81,Visit,Product_8
Rep_19,2024-11-20,Germany,Customer_495,Visit,Product_1
Rep_17,2024-10-12,Italy,Customer_228,Phone Call,Product_3
Rep_8,2024-05-18,Italy,Customer_52,Visit,Product_34
Rep_1,2024-09-10,Italy,Customer_432,Phone Call,Product_16
Rep_4,2024-12-04,France,Customer_418,Email,Product_15
Rep_18,2025-04-27,Italy,Customer_5,Email,Product_46
Rep_20,2024-09-01,Germany,Customer_354,Phone Call,Product_5
Rep_6,2024-12-12,Spain,Customer_245,Visit,Product_43
Rep_15,2024-11-11,France,Customer_158,Visit,Product_32
Rep_15,2024-05-26,Germany,Customer_437,Email,Product_41
Rep_7,2025-03-09,Spain,Customer_360,Phone Call,Product_29
Rep_10,2024-12-05,Spain,Customer_16,Visit,Product_29
Rep_6,2024-12-20,Italy,Customer_309,Email,Product_44
Rep_10,2024-12-13,Italy,Customer_187,Email,Product_43
Rep_11,2024-08-22,Spain,Customer_370,Email,Product_2
Rep_9,2025-05-10,Spain,Customer_480,Email,Product_49
Rep_10,2025-02-03,France,Customer_235,Phone Call,Product_30
Rep_14,2024-05-27,Spain,Customer_236,Visit,Product_46
Rep_8,2024-11-06,Germany,Customer_273,Visit,Product_1
Rep_20,2024-10-13,Spain,Customer_4,Visit,Product_6
Rep_18,2025-02-17,France,Customer_97,Visit,Product_6
Rep_7,2024-06-28,Spain,Customer_297,Phone Call,Product_11
Rep_10,2024-10-16,Italy,Customer_235,Email,Product_26
Rep_7,2024-09-24,Italy,Customer_234,Visit,Product_47
Rep_17,2024-11-21,Spain,Customer_228,Email,Product_16
Rep_17,2024-06-01,Spain,Customer_375,Email,Product_13
Rep_10,2024-05-21,Italy,Customer_81,Email,Product_46
Rep_3,2024-08-27,Spain,Customer_385,Phone Call,Product_1
Rep_11,2025-02-24,Germany,Customer_77,Visit,Product_48
Rep_16,2024-05-26,France,Customer_204,Phone Call,Product_32
Rep_5,2024-08-19,Italy,Customer_382,Visit,Product_47
Rep_18,2025-02-01,Germany,Customer_51,Phone Call,Product_28
Rep_18,2025-02-01,Italy,Customer_207,Email,Product_6
Rep_4,2024-12-25,France,Customer_90,Email,Product_32
Rep_4,2025-02-09,Spain,Customer_345,Phone Call,Product_2
Rep_12,2025-03-10,France,Customer_74,Phone Call,Product_5
Rep_3,2025-05-08,Spain,Customer_385,Phone Call,Product_19
Rep_17,2024-09-02,Germany,Customer_100,Visit,Product_22
Rep_6,2025-02-03,Germany,Customer_39,Visit,Product_49
Rep_4,2025-03-04,Italy,Customer_324,Email,Product_8
Rep_17,2024-08-01,Spain,Customer_442,Visit,Product_16
Rep_18,2025-03-05,Spain,Customer_123,Phone Call,Product_37
Rep_3,2024-12-04,France,Customer_324,Email,Product_6
Rep_1,2024-11-29,France,Customer_461,Visit,Product_4
Rep_15,2024-09-22,Germany,Customer_108,Email,Product_50
Rep_1,2024-10-09,Italy,Customer_300,Phone Call,Product_46
Rep_17,2025-04-02,Italy,Customer_404,Phone Call,Product_49
Rep_16,2024-08-18,France,Customer_443,Phone Call,Product_14
Rep_11,2024-08-02,Germany,Customer_277,Visit,Product_19
Rep_9,2024-06-27,Italy,Customer_37,Email,Product_42
Rep_1,2024-12-18,Italy,Customer_95,Phone Call,Product_20
Rep_3,2024-09-17,Italy,Customer_137,Email,Product_8
Rep_20,2025-03-21,Spain,Customer_21,Phone Call,Product_49
Rep_18,2025-05-07,Spain,Customer_252,Email,Product_17
Rep_10,2024-08-15,Italy,Customer_255,Phone Call,Product_43
Rep_9,2024-12-26,Germany,Customer_361,Visit,Product_13
Rep_8,2025-01-29,France,Customer_405,Email,Product_42
Rep_14,2025-02-16,France,Customer_341,Email,Product_8
Rep_14,2024-12-05,Spain,Customer_76,Visit,Product_43
Rep_1,2025-02-01,France,Customer_220,Visit,Product_37
Rep_16,2025-04-18,France,Customer_325,Phone Call,Product_44
Rep_15,2024-09-27,France,Customer_38,Email,Product_23
Rep_7,2024-07-15,Italy,Customer_473,Phone Call,Product_10
Rep_18,2025-05-03,Italy,Customer_304,Phone Call,Product_6
Rep_17,2025-04-15,Germany,Customer_336,Email,Product_10
Rep_1,2025-04-27,Germany,Customer_151,Phone Call,Product_22
Rep_1,2024-07-11,Spain,Customer_300,Visit,Product_22
Rep_3,2024-09-18,Germany,Customer_75,Phone Call,Product_25
Rep_13,2025-04-06,France,Customer_288,Phone Call,Product_36
Rep_6,2025-02-27,Italy,Customer_7,Phone Call,Product_32
Rep_11,2025-03-27,France,Customer_259,Email,Product_2
Rep_3,2024-05-16,Spain,Customer_158,Visit,Product_35
Rep_5,2024-12-26,France,Customer_441,Phone Call,Product_43
Rep_19,2025-03-26,Germany,Customer_314,Email,Product_43
Rep_12,2024-06-01,France,Customer_352,Visit,Product_41
Rep_15,2024-12-18,Spain,Customer_142,Email,Product_45
Rep_9,2024-07-12,Germany,Customer_182,Visit,Product_16
Rep_17,2024-09-23,Spain,Customer_186,Phone Call,Product_20
Rep_14,2024-10-01,France,Customer_389,Phone Call,Product_40
Rep_14,2024-09-03,Spain,Customer_236,Phone Call,Product_30
Rep_4,2025-01-11,Germany,Customer_345,Phone Call,Product_2
Rep_15,2024-09-03,Germany,Customer_268,Email,Product_14
Rep_1,2024-09-15,France,Customer_4,Phone Call,Product_45
Rep_17,2024-11-21,France,Customer_357,Visit,Product_34
Rep_15,2025-03-13,France,Customer_348,Email,Product_44
Rep_7,2024-10-16,Italy,Customer_376,Email,Product_22
Rep_7,2025-01-01,Spain,Customer_297,Email,Product_12
Rep_14,2024-10-27,Italy,Customer_341,Email,Product_19
Rep_2,2024-07-18,Spain,Customer_330,Email,Product_50
Rep_5,2024-05-13,Italy,Customer_441,Email,Product_11
Rep_18,2025-03-15,France,Customer_88,Phone Call,Product_17
Rep_20,2024-07-06,Germany,Customer_462,Email,Product_33
Rep_19,2024-12-19,Germany,Customer_200,Email,Product_29
Rep_9,2024-05-29,Spain,Customer_366,Visit,Product_17
Rep_15,2024-10-31,Spain,Customer_392,Visit,Product_24
Rep_19,2024-06-30,Italy,Customer_7,Visit,Product_24
Rep_17,2024-09-22,France,Customer_469,Email,Product_15
Rep_4,2025-05-08,Italy,Customer_331,Phone Call,Product_32
Rep_5,2024-05-16,Germany,Customer_388,Visit,Product_8
Rep_16,2025-02-17,France,Customer_201,Phone Call,Product_5
Rep_4,2024-11-15,Italy,Customer_198,Phone Call,Product_17
Rep_14,2025-05-01,France,Customer_42,Visit,Product_7
Rep_11,2025-01-25,Germany,Customer_471,Email,Product_31
Rep_18,2025-03-26,Germany,Customer_304,Visit,Product_2
Rep_4,2025-01-25,Germany,Customer_418,Visit,Product_47
Rep_15,2025-03-11,Germany,Customer_19,Phone Call,Product_8
Rep_1,2024-08-21,Spain,Customer_355,Email,Product_35
Rep_18,2025-02-27,France,Customer_163,Visit,Product_44
Rep_16,2025-01-05,Italy,Customer_41,Phone Call,Product_21
Rep_7,2024-07-24,Germany,Customer_74,Visit,Product_31
Rep_18,2024-06-09,France,Customer_294,Email,Product_38
Rep_1,2024-12-12,Spain,Customer_402,Email,Product_49
Rep_17,2025-05-11,Italy,Customer_442,Visit,Product_15
Rep_16,2024-10-24,Germany,Customer_41,Email,Product_29
Rep_1,2024-08-29,Germany,Customer_91,Email,Product_26
Rep_6,2025-03-31,Spain,Customer_213,Visit,Product_39
Rep_12,2024-07-19,Germany,Customer_313,Phone Call,Product_43
Rep_19,2024-12-04,Spain,Customer_302,Phone Call,Product_16
Rep_2,2024-07-17,France,Customer_170,Phone Call,Product_7
Rep_13,2024-06-06,Spain,Customer_381,Email,Product_1
Rep_7,2025-01-23,Germany,Customer_74,Visit,Product_12
Rep_13,2025-01-16,France,Customer_85,Email,Product_12
Rep_20,2024-07-13,Spain,Customer_464,Email,Product_20
Rep_5,2024-12-24,Italy,Customer_103,Visit,Product_48
Rep_1,2024-06-24,France,Customer_128,Visit,Product_16
Rep_3,2025-05-13,Spain,Customer_110,Email,Product_14
Rep_13,2024-11-24,Italy,Customer_112,Email,Product_28
Rep_17,2025-01-13,Spain,Customer_292,Email,Product_25
Rep_17,2025-03-18,France,Customer_336,Email,Product_8
Rep_5,2024-12-10,France,Customer_450,Phone Call,Product_13
Rep_1,2025-01-02,Italy,Customer_300,Phone Call,Product_31
Rep_2,2024-10-09,Italy,Customer_76,Visit,Product_45
Rep_4,2025-03-02,Spain,Customer_132,Email,Product_38
Rep_19,2024-10-28,France,Customer_147,Visit,Product_4
Rep_18,2024-08-24,France,Customer_40,Phone Call,Product_50
Rep_7,2024-09-10,France,Customer_353,Email,Product_29
Rep_18,2024-08-31,Italy,Customer_88,Email,Product_17
Rep_16,2024-05-18,France,Customer_378,Phone Call,Product_42
Rep_3,2024-10-26,Germany,Customer_433,Phone Call,Product_15
Rep_1,2025-03-11,Spain,Customer_28,Email,Product_14
Rep_16,2025-03-27,France,Customer_237,Email,Product_15
Rep_16,2025-02-15,Spain,Customer_212,Visit,Product_22
Rep_15,2024-08-29,France,Customer_417,Email,Product_8
Rep_1,2024-08-21,France,Customer_220,Email,Product_23
Rep_8,2024-12-07,Italy,Customer_270,Email,Product_3
Rep_12,2024-12-03,France,Customer_496,Visit,Product_14
Rep_10,2024-12-14,Italy,Customer_479,Email,Product_46
Rep_2,2024-09-13,Italy,Customer_321,Email,Product_4
Rep_1,2024-09-22,Germany,Customer_174,Phone Call,Product_10
Rep_6,2024-07-25,Germany,Customer_24,Email,Product_17
Rep_7,2025-02-11,Spain,Customer_445,Visit,Product_35
Rep_19,2025-03-12,Spain,Customer_237,Email,Product_44
Rep_7,2024-10-27,Spain,Customer_74,Phone Call,Product_16
Rep_18,2025-03-16,Italy,Customer_253,Email,Product_39
Rep_12,2024-07-07,Spain,Customer_346,Email,Product_30
Rep_17,2025-04-06,Spain,Customer_404,Visit,Product_17
Rep_19,2024-05-15,Spain,Customer_234,Phone Call,Product_12
Rep_13,2025-02-28,France,Customer_219,Email,Product_24
Rep_20,2024-11-27,Italy,Customer_210,Email,Product_41
Rep_9,2024-07-12,Italy,Customer_292,Visit,Product_30
Rep_15,2025-03-13,Germany,Customer_333,Visit,Product_47
Rep_7,2025-01-24,France,Customer_6,Email,Product_25
Rep_12,2025-02-09,Germany,Customer_264,Email,Product_45
Rep_19,2025-05-06,Germany,Customer_146,Email,Product_46
Rep_17,2025-03-12,France,Customer_228,Phone Call,Product_23
Rep_15,2024-12-17,Spain,Customer_179,Email,Product_3
Rep_18,2024-10-09,Italy,Customer_492,Phone Call,Product_47
Rep_3,2024-09-30,France,Customer_19,Visit,Product_19
Rep_3,2024-11-09,Italy,Customer_193,Email,Product_18
